ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
펫마트 청주점,충청북도 청주시 서원구 사창동 305-1 1층,043-262-1550,펫샵,청주,http://www.petmart.co.kr,,https://m.place.naver.com/place/1615441159,Y
이츠펫오창점,충청북도 청주시 흥덕구 옥산면 남촌리 502-12 이츠펫오창점,,펫샵,청주,,,https://m.place.naver.com/place/37677698,Y
견생냥품 24시 무인펫샵 전주객사점,전북특별자치도 전주시 완산구 고사동 395-3 1층,,펫샵,전주,https://petgz.com/,,https://m.place.naver.com/place/1153742360,Y
견생냥품 24시 무인펫샵 전주혁신도시점,전북특별자치도 전주시 덕진구 중동 774-2 하모니시티 1층 102-1호,,펫샵,전주,https://petgz.com/,,https://m.place.naver.com/place/2098127092,Y
펫클럽 전주평화점,"전북특별자치도 전주시 완산구 평화동1가 434-56 102호, 103호",,펫샵,전주,,,https://m.place.naver.com/place/1474854669,Y
펫마트 전주효자점,전북특별자치도 전주시 완산구 효자동2가 1-2,063-254-1550,펫샵,전주,http://www.petmart.co.kr,,https://m.place.naver.com/place/38308814,Y
치즈인더펫,전북특별자치도 전주시 덕진구 만성동 1355-15 1층 104호,,펫샵,전주,https://smartstore.naver.com/cheese_inthepet,,https://m.place.naver.com/place/1721068701,Y
몰리스펫샵 천안서북점,충청남도 천안시 서북구 백석동 1047,,펫샵,천안,http://mollys.emart.com/index.jsp,,https://m.place.naver.com/place/983454593,Y
소이네 펫샵,충청남도 천안시 서북구 쌍용동 1845,041-577-4313,펫샵,천안,http://soypet.blog.me/,,https://m.place.naver.com/place/35168605,Y
펫엔글라이더 천안점,충청남도 천안시 서북구 성거읍 요방리 149-46 펫엔글라이더 천안점,,펫샵,천안,https://www.instagram.com/pet_glider_cheonan,,https://m.place.naver.com/place/1014097296,Y
견생냥품 24시 무인펫샵 신불당점,충청남도 천안시 서북구 불당동 1492 제근린생활시설 제1동 제1-106호,,펫샵,천안,https://petgz.com/,,https://m.place.naver.com/place/1167872273,Y
여기는펫샵,충청남도 천안시 서북구 성환읍 성월리 148-1 . 1층 101호,,펫샵,천안,,,https://m.place.naver.com/place/1126339184,Y
견생냥품 24시 무인펫샵 안산 상록수점,경기도 안산시 상록구 본오동 813-18 1층 103호,,펫샵,안산,https://petgz.com/,,https://m.place.naver.com/place/1798939170,Y
견생냥품 24시 무인펫샵 안산초지역점,경기도 안산시 단원구 초지동 803 상가동 1층,,펫샵,안산,https://petgz.com/,,https://m.place.naver.com/place/1145008354,Y
견생냥품 24시 무인펫샵 안산신길동점,경기도 안산시 단원구 신길동 1629 태인오피스텔 1층 111호 견생냥품,,펫샵,안산,https://petgz.com/,,https://m.place.naver.com/place/1434846101,Y
안산 펫마트,경기도 안산시 단원구 선부동 1071-8 1층,031-483-1200,펫샵,안산,https://blog.naver.com/vptakxm1550,,https://m.place.naver.com/place/1906232020,Y
펫마트 안산점,경기도 안산시 단원구 고잔동 525-1 지하1층 펫마트 안산점,031-483-1200,펫샵,안산,https://blog.naver.com/petmartansan,,https://m.place.naver.com/place/1906232020,Y
몽블리 펫샵,제주특별자치도 서귀포시 안덕면 서광리 1428-1 1층,,펫샵,제주,https://www.instagram.com/petshopmongvely,,https://m.place.naver.com/place/1160756296,Y
메리몰펫샵 제주점,제주특별자치도 제주시 애월읍 납읍리 914-2 1층 메리몰펫샵,,펫샵,제주,https://www.instagram.com/merrymallpetshop_no8_jeju,,https://m.place.naver.com/place/1460785438,Y
바오펫샵,제주특별자치도 제주시 삼도이동 214-20,,펫샵,제주,,,https://m.place.naver.com/place/1044398217,Y
펫마트 노형점,제주특별자치도 제주시 노형동 1042-2 펫마트 제주노형점,064-745-1550,펫샵,제주,https://blog.naver.com/petmart_donam,,https://m.place.naver.com/place/1778020811,Y
펫마트 제주도남점,제주특별자치도 제주시 도남동 82-3 1층 펫마트 제주도남점,,펫샵,제주,http://www.petmart.co.kr,,https://m.place.naver.com/place/1237472012,Y
창동자동차운전전문학원,서울특별시 도봉구 창동 224-31 자동차운전전문학원,02-907-7744,학원,서울,http://hidi.co.kr,,https://m.place.naver.com/place/1006030700,Y
YBM어학원 신촌센터,서울특별시 서대문구 창천동 29-75 YBM어학원 신촌센터,,학원,서울,https://www.ybmedu.com/sinchon,,https://m.place.naver.com/place/20103205,Y
파고다어학원 강남,서울특별시 서초구 서초동 1306-6 5층,02-2051-4000,학원,서울,http://www.pagoda21.com/,,https://m.place.naver.com/place/11580837,Y
YBM어학원 건대센터,서울특별시 광진구 화양동 6-2 연한빌딩 3층,02-464-0509,학원,서울,https://www.instagram.com/ybmedu_kd/,,https://m.place.naver.com/place/20734767,Y
안서리 베이킹랩,서울특별시 강남구 청담동 9-1 2층,,학원,서울,https://blog.naver.com/studiochoix,,https://m.place.naver.com/place/37162515,Y
플라톤독서토론논술 노원강북지국,서울특별시 도봉구 창동 14 씨티월드 11층 한솔교육,02-996-3870,학원,부산,https://www.jrplaton.com/,,https://m.place.naver.com/place/1438529428,Y
한국셔플댄스협회,서울특별시 강남구 역삼동 741-41 지하 1층,,학원,부산,https://kshuffle.com/,,https://m.place.naver.com/place/1384338373,Y
이진오 마술사연구소,경기도 고양시 덕양구 삼송동 24-3,,학원,부산,https://blog.naver.com/kizmagic,,https://m.place.naver.com/place/172613345,Y
정진천경찰학,서울특별시 관악구 봉천동 1730-1 201동 1202호,,학원,부산,https://pol.liveklass.com,,https://m.place.naver.com/place/1170806880,Y
센텀수학,경기도 오산시 부산동 815 단지 상가동 201호,,학원,부산,https://blog.naver.com/deli_zang,,https://m.place.naver.com/place/2044039486,Y
퍼스트헤어아카데미뷰티학원 대구점,대구광역시 중구 덕산동 124-11 3층 퍼스트헤어아카데미뷰티학원 대구점,,학원,대구,https://open.kakao.com/o/skOYoVng,,https://m.place.naver.com/place/1937818033,Y
청구자동차운전전문학원,대구광역시 북구 검단동 987-1,,학원,대구,http://ckcar.co.kr/,,https://m.place.naver.com/place/13501056,Y
대치학문당학원,"대구광역시 달서구 죽전동 273-27 2층 201호, 202호",,학원,대구,https://daechihakmoondang123.imweb.me,,,N
YBM어학원 동성로센터,대구광역시 중구 동성로3가 91-9 유니온스퀘어 4층 YBM,,학원,대구,https://blog.naver.com/elsdsr,,https://m.place.naver.com/place/21029394,Y
아르떼스피치학원 대구점,대구광역시 중구 봉산동 218-9 은성빌딩 2층,,학원,대구,https://link.inpock.co.kr/arte_daegu,,https://m.place.naver.com/place/1888985569,Y
송도클로버수학과학교육학원,"인천광역시 연수구 송도동 21-1 비엠빌딩 5층, 6층, 7층",,학원,인천,https://blog.naver.com/songdoclover_,,https://m.place.naver.com/place/35463736,Y
신진자동차운전전문학원,인천광역시 계양구 서운동 142-5,1544-3386,학원,인천,https://1544-3386.com/,,https://m.place.naver.com/place/31689713,Y
주신자동차운전전문학원,인천광역시 미추홀구 학익동 521-18 주신자동차운전전문학원,032-872-4982,학원,인천,http://www.zushincar.co.kr/,,https://m.place.naver.com/place/11486136,Y
아이비알뷰티미용학원 인천부평점,인천광역시 부평구 부평동 194-23 MH타워 2층,,학원,인천,https://ibrbeauty.co.kr/?code=incheon,,https://m.place.naver.com/place/1676088145,Y
에이토스 영어수학학원,"인천광역시 연수구 송도동 22-5 6층 601호(송도동, 세종프라자)",,학원,인천,https://blog.naver.com/micementors,,https://m.place.naver.com/place/1463965628,Y
노블리즈뷰티아카데미 와이즈뷰티테인먼트,광주광역시 동구 금남로3가 13-1 1F 와이즈뷰티테인먼트,062-226-2121,학원,광주,https://노블리즈.com,,https://m.place.naver.com/place/489642154,Y
SBS아카데미컴퓨터아트학원 광주점,광주광역시 동구 금남로2가 20-2 무등빌딩 6층,062-223-1331,학원,광주,https://gwangju.sbsart.com/,,https://m.place.naver.com/place/38009819,Y
이지ELS어학원,광주광역시 동구 대의동 10-1 2층,,학원,광주,http://www.ezels.co.kr,,https://m.place.naver.com/place/19391886,Y
하임뷰티아카데미 광주미용학원,광주광역시 서구 치평동 265-1 602호,,학원,광주,https://www.instagram.com/heim.academy,,https://m.place.naver.com/place/1961486813,Y
하이파이브 미술학원 광주본원,광주광역시 북구 매곡동 468-2 지엠비타워 3층,062-576-5588,학원,광주,https://hi5.qshop.ai/,,https://m.place.naver.com/place/20272608,Y
MBC아카데미뷰티학원 둔산점,대전광역시 서구 둔산동 1071 203호 일부,1800-6117,학원,대전,https://mbcbeauty.co.kr/branch/main/home/daejeon2,,https://m.place.naver.com/place/1701635486,Y
MBC아카데미뷰티미용학원 서구점,대전광역시 서구 탄방동 81-10 정일빌딩 8층,,학원,대전,https://mbcbeauty.co.kr/?campus=daejeon,,https://m.place.naver.com/place/36917115,Y
SBS아카데미미용학원 대전지점,대전광역시 서구 용문동 594-3 태산빌딩 4층 SBS아카데미뷰티스쿨 대전캠퍼스,,학원,대전,https://booking.naver.com/booking/6/bizes/1185389,,https://m.place.naver.com/place/13522159,Y
알프스다이빙,대전광역시 중구 안영동 644-1 2층,,학원,대전,https://alpsdiving.co.kr/,,https://m.place.naver.com/place/12851002,Y
MBC아카데미뷰티학원 대전중구점,대전광역시 중구 은행동 139-1 한솔빌딩 8층,,학원,대전,https://mbcbeauty.co.kr/?campus=daejeon1,,,N
디자인닷츠입시미술학원,울산광역시 남구 달동 880-4 3층 디자인닷츠미술학원,,학원,울산,https://blog.naver.com/dotz_ulsan,,https://m.place.naver.com/place/1217271114,Y
울산자동차운전전문학원,울산광역시 북구 효문동 660,052-287-6001,학원,울산,https://blog.naver.com/subicoo,,https://m.place.naver.com/place/1294330280,Y
신정자동차운전전문학원,울산광역시 남구 두왕동 464-20 신정자동차운전전문학원,,학원,울산,http://www.sjdriving.co.kr,,https://m.place.naver.com/place/1309268734,Y
폴리어학원 울산남구캠퍼스,울산광역시 남구 신정동 1910 301호~303호,052-700-7659,학원,울산,,,https://m.place.naver.com/place/1199731693,Y
포엠뮤직 음악학원,울산광역시 남구 삼산동 1525-5 3층,,학원,울산,https://cafe.naver.com/formmusic,,https://m.place.naver.com/place/2027519485,Y
칼토익,경기도 수원시 팔달구 매산로2가 65-4 반도빌딩 301호,,학원,수원,https://cafe.naver.com/godkist,,https://m.place.naver.com/place/1118027145,Y
아이비알뷰티미용학원 수원점,경기도 수원시 팔달구 매산로1가 53-9 MG서수원빌딩 5층 아이비알뷰티미용학원 수원점,031-306-3214,학원,수원,http://instagram.com/ibrsw_official,,https://m.place.naver.com/place/97854570,Y
도로롱베이킹 원데이클래스 공방,경기도 수원시 팔달구 고등동 336 서영아너시티온 408호,,학원,수원,https://blog.naver.com/ys030,,https://m.place.naver.com/place/1595240220,Y
오늘은뮤직학원 수원점,경기도 수원시 팔달구 인계동 1036-7 208호,,학원,수원,https://blog.naver.com/todaymusic_suwon,,https://m.place.naver.com/place/1575009978,Y
올댓뷰티아카데미학원 수원점,경기도 수원시 팔달구 인계동 1125 대원콤비프라자 10층,031-305-0855,학원,수원,http://suwon.allthat-beauty.com,,https://m.place.naver.com/place/1845253191,Y
��로롱베이킹 원데이클래스 공방,경기도 수원시 팔달구 고등동 336 서영아너시티온 408호,,학원,수원,https://blog.naver.com/ys030,,,N
사오수학 분당수내캠퍼스,경기도 성남시 분당구 수내동 19-6 3층,,학원,성남,https://academy.saomath.com/,,https://m.place.naver.com/place/1455797775,Y
아이비알뷰티미용학원 성남분당점,경기도 성남시 수정구 신흥동 4239 아이비알뷰티미용학원 성남분당캠퍼스,031-757-7707,학원,성남,https://ibrbeauty.co.kr/?code=Seongnam,,https://m.place.naver.com/place/35013514,Y
스타이고아카데미연기뮤지컬학원 분당,경기도 성남시 분당구 구미동 185-4 보명프라자 7층 701호,,학원,성남,https://stunning.uriweb.kr/index,,https://m.place.naver.com/place/1875122531,Y
아트아뜰리에 성인취미미술 학원 분당점,경기도 성남시 분당구 서현동 269-4 산호트윈스2 4층,070-8844-3176,학원,성남,https://art-ate.com,,https://m.place.naver.com/place/1328285252,Y
너를위한특별한수학원,경기도 성남시 분당구 구미동 25-1 엘레강스프라자,031-716-4242,학원,성남,https://blog.naver.com/smath4u,,https://m.place.naver.com/place/11686974,Y
톡톡어학원 일산점,경기도 고양시 일산동구 장항동 846 9층 910호,,학원,고양,https://www.instagram.com/talktalk__academy,,https://m.place.naver.com/place/43014179,Y
이바우펫애견미용학원 일산아카데미,경기도 고양시 일산동구 장항동 847 웅신아트 5층,,학원,고양,https://blog.naver.com/evawpet365,,https://m.place.naver.com/place/1655796336,Y
올댓뷰티아카데미학원 일산점,경기도 고양시 일산동구 장항동 846 6층,031-811-7734,학원,고양,http://ilsan.allthat-beauty.com,,https://m.place.naver.com/place/1807195605,Y
아이비알뷰티미용학원 고양일산점,"경기도 고양시 일산동구 장항동 858-1 5층 501호, 502~504호",,학원,고양,https://ibrbeauty.co.kr/?code=ilsan,,https://m.place.naver.com/place/1664197783,Y
호보당,"경기도 고양시 덕양구 삼송동 291 1층 128호(, 힐스테이트 삼송역)",,학원,고양,https://www.instagram.com/hobodang11,,https://m.place.naver.com/place/1362892794,Y
사오수학 수지캠퍼스,경기도 용인시 수지구 풍덕천동 712-4 3층 사오수학,,학원,용인,https://academy.saomath.com/,,https://m.place.naver.com/place/1767820950,Y
파네시마 복합문화공간,경기도 용인시 기흥구 공세동 451-1 지하1층,070-4610-4450,학원,용인,https://www.instagram.com/cafe_panesima/,,https://m.place.naver.com/place/1967213327,Y
용인이강기숙학원,경기도 용인시 처인구 양지읍 주북리 59-1,,학원,용인,http://ikangedu.com,,https://m.place.naver.com/place/1703271149,Y
양지비상에듀기숙학원,경기도 용인시 처인구 양지읍 식금리 72-2,031-321-6199,학원,용인,https://www.man-visang.com/,,https://m.place.naver.com/place/11677236,Y
SBS아카데미뷰티미용학원,경기도 용인시 기흥구 구갈동 594-2 스카이프라자 3층,,학원,용인,https://yongin.sbsbeautystyle.com,,https://m.place.naver.com/place/1889755776,Y
인생뮤직학원 청주점,충청북도 청주시 서원구 사창동 153-1 5층 인생뮤직 청주점,,학원,청주,https://blog.naver.com/inmuu_cheongju,,https://m.place.naver.com/place/1896367875,Y
보컬그라운드 실용음악학원,"충청북도 청주시 서원구 사창동 153-1 새빛새마을금고빌딩 4층, 보컬그라운드",,학원,청주,https://www.youtube.com/@vocalgrnd,,https://m.place.naver.com/place/1375664035,Y
맘보바리스타제과제빵학원 청주지점,충청북도 청주시 서원구 사창동 171-19 1층,,학원,청주,https://place2.mambo-academy.com,,https://m.place.naver.com/place/1104184890,Y
시사어학원 청주캠퍼스,"충청북도 청주시 서원구 사창동 151-10 2층, 4층",,학원,청주,http://www.sisacj.com/,,https://m.place.naver.com/place/1176037906,Y
삼성자동차운전전문학원,충청북도 청주시 흥덕구 향정동 92-1,,학원,청주,http://www.samsungdrive.net/,,https://m.place.naver.com/place/32278291,Y
시아뷰티아카데미,전북특별자치도 전주시 덕진구 덕진동1가 1172-6 3층 시아뷰티아카데미,,학원,전주,http://sia-group.co.kr,,https://m.place.naver.com/place/1092188287,Y
그랜드자동차운전전문학원,전북특별자치도 전주시 완산구 상림동 60-5,,학원,전주,https://blog.naver.com/granddrivingschool,,https://m.place.naver.com/place/1688215771,?
궁전요리제빵커피직업전문학교 효자점,"전북특별자치도 전주시 완산구 효자동1가 435-2 4층, 6층, 8층",063-227-3338,학원,전주,https://i-cook.co.kr/,,https://m.place.naver.com/place/1452753498,Y
티플러스어학원,전북특별자치도 전주시 덕진구 덕진동1가 1262-19 2층,,학원,전주,https://blog.naver.com/t_plus_,,https://m.place.naver.com/place/35644066,Y
SLP 전주,"전북특별자치도 전주시 완산구 효자동2가 1154-1 계성빌딩 1동 603호, 604호",,학원,전주,https://blog.naver.com/jeonjuslp1,,https://m.place.naver.com/place/16863733,Y
나레스트천안미용학원,충청남도 천안시 서북구 두정동 1434 2층,041-551-7551,학원,천안,https://www.narest.com/index.php,,https://m.place.naver.com/place/13337155,Y
천안중앙자동차운전전문학원,충청남도 천안시 서북구 부대동 98,,학원,천안,https://www.jshw.kr,,https://m.place.naver.com/place/12811669,Y
SBS아카데미미용학원 천안신세계캠퍼스,충청남도 천안시 동남구 신부동 461-6 도솔빌딩 5층,,학원,천안,https://cheonan2.sbsbeautystyle.com/campus.asp,,https://m.place.naver.com/place/11708053,Y
인생뮤직학원 천안점,충청남도 천안시 서북구 두정동 898 무영빌딩 6층 인생뮤직학원 천안점,,학원,천안,https://blog.naver.com/djaalswp1537,,https://m.place.naver.com/place/1959770845,Y
삼일자동차운전전문학원,충청남도 천안시 서북구 성거읍 요방리 170-16 삼일자동차운전전문학원,02-451-3131,학원,천안,https://blog.naver.com/bangbang_8016,,https://m.place.naver.com/place/11525745,Y
안산대일자동차운전전문학원,경기도 안산시 단원구 초지동 746-2,031-413-1100,학원,안산,http://daeildrive.co.kr,,https://m.place.naver.com/place/1216880880,Y
맘보바리스타제과제빵학원 안산지점,경기도 안산시 단원구 고잔동 535-1 2층,,학원,안산,https://place1.mambo-academy.com,,https://m.place.naver.com/place/1315141559,Y
LNS실용음악학원,경기도 안산시 단원구 고잔동 710-3 고잔법조빌딩 406호 LNS실용음악학원,,학원,안산,https://blog.naver.com/hanghil01,,https://m.place.naver.com/place/1397781014,Y
오늘은뮤직 안산점,"경기도 안산시 단원구 고잔동 534-3 715호, 719호",,학원,안산,https://blog.naver.com/todaymusic_ansan,,https://m.place.naver.com/place/1131857315,Y
SBS아카데미뷰티스쿨 안산캠퍼스,경기도 안산시 단원구 고잔동 534-3 중앙노블레스빌딩 7층,,학원,안산,https://ansan.sbsbeautystyle.com/campus.asp,,https://m.place.naver.com/place/1172567616,Y
제주스쿠버스쿨 스쿠버다이빙,제주특별자치도 서귀포시 서호동 153 제주스쿠버스쿨,,학원,제주,https://jejuscubaschool.com,,https://m.place.naver.com/place/1965568775,Y
현대자동차운전전문학원,제주특별자치도 제주시 애월읍 소길리 1363-18,031-211-3431,학원,제주,http://제주현대운전학원.com,,https://m.place.naver.com/place/13500862,Y
씨플로우,제주특별자치도 서귀포시 서호동 1449-6 지하 1층 씨플로우,,학원,제주,http://www.seaflow.kr,,https://m.place.naver.com/place/1003942345,Y
612어학원 강남점,서울특별시 서초구 서초동 1318-8 8층,,어학원,서울,https://www.612.co.kr/,,https://m.place.naver.com/place/37445613,Y
컬컴 강남점,서울특별시 강남구 역삼동 641-13 4층 402호,,어학원,서울,https://blog.naver.com/culcomjongro,,https://m.place.naver.com/place/1030362374,Y
YBM어학원 부산서면,부산광역시 부산진구 부전동 255-26 YBM빌딩,051-809-0509,어학원,부산,https://www.ybmedu.com/seomyon,,https://m.place.naver.com/place/13270867,Y
파고다 서면1관 어학원,부산광역시 부산진구 부전동 232-2 파고다 아카데미,051-797-4000,어학원,부산,http://www.pagoda21.com/academy/busan/main.do?code=83,,https://m.place.naver.com/place/13306266,Y
컬컴 부산서면점,부산광역시 부산진구 부전동 474-1 5층,,어학원,부산,https://www.instagram.com/culcom_seomyeon/,,https://m.place.naver.com/place/1159223041,Y
파고다어학원 부산대,부산광역시 금정구 장전동 414-20,051-515-4001,어학원,부산,https://m.pagoda21.com/mpagoda21/academy/intro/IntroPage.do?searchBrancode=30&searchSubcode=,,https://m.place.naver.com/place/13101320,Y
JT일본어학원,부산광역시 남구 대연동 506-4 유스빌딩 3층,,어학원,부산,https://blog.naver.com/jtnihongo,,https://m.place.naver.com/place/19748106,Y
성서TTS외국어학원,대구광역시 달서구 이곡동 1248-3 성서 SC제일은행 7층(성서 한마음소아과 7층),,어학원,대구,https://blog.naver.com/tts2246,,https://m.place.naver.com/place/16240150,Y
해커스어학원 대구캠퍼스,"대구광역시 중구 동성로3가 8 4층, 5층",053-956-9000,어학원,대구,http://www.hackers.ac/site/?st=lecture&idx=201&loc=3&_C_=39469,,https://m.place.naver.com/place/37604153,Y
대치영어학원,대구광역시 수성구 범어동 205-1 안심타워 6층,,어학원,대구,https://blog.naver.com/daechi_english,,https://m.place.naver.com/place/1178131011,Y
빅스톤 어학원,대구광역시 중구 덕산동 127-23 3층,,어학원,대구,https://open.kakao.com/me/toeicmin,,https://m.place.naver.com/place/1316133811,Y
외대어학원 송도캠퍼스,인천광역시 연수구 송도동 20-20 9층,032-851-5156,어학원,인천,https://blog.naver.com/hufstopcampus,,https://m.place.naver.com/place/1682598161,Y
YBM어학원 인천센터,인천광역시 부평구 부평동 199-36 8층,032-362-0509,어학원,인천,https://www.ybmedu.com/bupyung,,https://m.place.naver.com/place/1507595897,Y
컬컴 인천부평점,인천광역시 부평구 부평동 199-41 삼정빌딩,,어학원,인천,http://culcom.co.kr,,https://m.place.naver.com/place/37997365,Y
이은일영어학원,인천광역시 연수구 송도동 3-5 이리옴프라자 5층,,어학원,인천,https://blog.naver.com/ley30000,,https://m.place.naver.com/place/20530856,Y
PDI국제어학원,광주광역시 북구 양산동 898 웅지빌딩3층,,어학원,광주,https://blog.naver.com/noblesamuel,,https://m.place.naver.com/place/1412750854,Y
파머스영어 수학 우산캠퍼스,광주광역시 북구 우산동 554-33 3층 파머스영어 수학,,어학원,광주,https://www.instagram.com/pamus_umbrella/,,https://m.place.naver.com/place/1527304310,Y
첨단 위너영어학원,광주광역시 광산구 월계동 889-2 LC타워 3층 304-4호 첨단 위너영어학원,,어학원,광주,https://blog.naver.com/lilyaeju,,https://m.place.naver.com/place/1702085357,Y
이지스터디학원,광주광역시 서구 금호동 244-3 4층 이지스터디학원,032-834-5224,어학원,광주,https://blog.naver.com/sy00704,,https://m.place.naver.com/place/37426686,Y
이루젠영어학원 관저점,대전광역시 서구 관저동 1399 5층,,어학원,대전,https://blog.naver.com/iicjbii3535,,https://m.place.naver.com/place/1397732075,Y
스피커어학원,대전광역시 서구 둔산동 1455 스타타워 4층,042-476-0990,어학원,대전,https://blog.naver.com/kiwissam,,https://m.place.naver.com/place/1493980792,Y
아벨어학원 대전점,대전광역시 서구 월평동 286 4층,,어학원,대전,https://www.abelacademy.co.kr,,https://m.place.naver.com/place/1600512918,Y
컬컴 대전 둔산,대전광역시 서구 둔산동 1066 4층,,어학원,대전,https://daejeonculcom.com/,,https://m.place.naver.com/place/1051358169,Y
홍쌤어학원 둔산점,대전광역시 서구 둔산동 1453 대덕프라자 3층,042-483-0545,어학원,대전,http://www.hongssem.com/,,https://m.place.naver.com/place/20054929,Y
라이언스타어학원 울산대점,울산광역시 남구 무거동 618-4 5층 라이언스타어학원,,어학원,울산,https://blog.naver.com/cometoryanstar/223903575730,,https://m.place.naver.com/place/33703379,Y
에이닷영어학원 울산옥동지점,울산광역시 남구 옥동 250-2 3층 에이닷 영어학원,,어학원,울산,https://blog.naver.com/adotokdong5466,,https://m.place.naver.com/place/1312590798,Y
BTN어학원,울산광역시 중구 반구동 20-3 4층,,어학원,울산,https://cafe.naver.com/shhj0526,,https://m.place.naver.com/place/21283434,?
말랑 링고클럽 평생교육원,울산광역시 남구 삼산동 1475-7 2층,052-256-0504,어학원,울산,https://www.instagram.com/mallang_lingo,,https://m.place.naver.com/place/2097538163,Y
시사어학원,"경기도 수원시 팔달구 매산로2가 65-5 2, 3층 시사어학원",,어학원,수원,http://www.sisasuwon.com/,,https://m.place.naver.com/place/34897372,Y
612어학원 수원영통점,경기도 수원시 영통구 영통동 976-2 수정빌딩 7층,,어학원,수원,http://www.612.co.kr/,,https://m.place.naver.com/place/38751942,Y
카나우 일본어 학원,"경기도 수원시 영통구 하동 1016 광교효성해링턴타워 C동 상가 2층, 3층",,어학원,수원,https://kanawu-nihongo.com,,https://m.place.naver.com/place/1443320315,Y
뉴욕프리토킹 광교본점,"경기도 수원시 영통구 이의동 1348 B동 6층 623호(, 광교 중앙역 SK VIEW)",,어학원,수원,https://blog.naver.com/nyftinst,,https://m.place.naver.com/place/1728391224,Y
뉴욕프리토킹 분당 정자점,경기도 성남시 분당구 정자동 156-2 백궁플라자3 제8층 805호,,어학원,성남,https://blog.naver.com/nyftinst,,https://m.place.naver.com/place/1363476841,Y
DYB최선어학원 분당 직영,경기도 성남시 분당구 수내동 17-1 엑스와이빌딩 4층,031-716-2945,어학원,성남,https://m.site.naver.com/1ZSUO,,https://m.place.naver.com/place/37093029,Y
앳빌듀 어학원 분당센터,경기도 성남시 분당구 서현동 265-6 7층 702호,,어학원,성남,https://www.instagram.com/atbuildu,,https://m.place.naver.com/place/1523248168,Y
뉴욕프리토킹 분당판교점,경기도 성남시 분당구 백현동 540 판매시설동 지하2층 2049호,,어학원,성남,https://blog.naver.com/nyftinst,,https://m.place.naver.com/place/1313480111,Y
KnK 어학원,경기도 성남시 분당구 구미동 7-2 광천프라자 6층,031-716-6778,어학원,성남,http://pf.kakao.com/_FxkIxdn,,https://m.place.naver.com/place/1499198846,Y
지축 레벨업 영어 수학 학원,경기도 고양시 덕양구 지축동 1057-2 지에스프라자 806호,,어학원,고양,https://blog.naver.com/levelup_jc,,https://m.place.naver.com/place/1129277310,Y
신원 레벨업 영어 수학 학원,경기도 고양시 덕양구 신원동 621-1 5층 503호,,어학원,고양,https://booking.naver.com/booking/13/bizes/956001,,https://m.place.naver.com/place/1585025050,Y
시사어학원 일산캠퍼스,경기도 고양시 일산서구 주엽동 109 화성프라자 6층 608호,031-902-1579,어학원,고양,http://pf.kakao.com/_JJpxgxl,,https://m.place.naver.com/place/1666956951,Y
TAK 어학원,경기도 용인시 수지구 풍덕천동 710 6층 1호,,어학원,용인,https://blog.naver.com/kkop0624,,https://m.place.naver.com/place/1621706244,Y
DYB최선어학원 수지 직영,경기도 용인시 수지구 풍덕천동 1080-15 가람빌딩 4층,031-265-3139,어학원,용인,https://m.site.naver.com/1ZM3T,,https://m.place.naver.com/place/36369343,Y
킴앤리영어학원,경기도 용인시 수지구 풍덕천동 713-6 요진타워 4층,,어학원,용인,https://www.instagram.com/kimnlee_suji,,https://m.place.naver.com/place/2061001278,Y
청담어학원 수지브랜치,경기도 용인시 수지구 풍덕천동 1080-11 비즈마루빌딩 5층,031-262-6110,어학원,용인,https://creverse.com/cdi/suji,,https://m.place.naver.com/place/19705118,Y
아너스리그 어학원 수지상현점,경기도 용인시 수지구 상현동 66-2 헤르메스빌딩 5층 501호 아너스리그 어학원,,어학원,용인,https://blog.naver.com/honors-league,,https://m.place.naver.com/place/1473265301,Y
컬컴 청주점,충청북도 청주시 흥덕구 가경동 1450-3 삼화빌딩 7층 컬컴 청주점,,어학원,청주,https://www.instagram.com/culcom_cheongju/,,https://m.place.naver.com/place/1484482218,Y
한국외국어학원사창본점,충청북도 청주시 서원구 사창동 148-3,,어학원,청주,https://www.instagram.com/klsacademy,,https://m.place.naver.com/place/11591076,Y
빌드아카데미 청주점,충청북도 청주시 흥덕구 가경동 1490-4 2층,,어학원,청주,https://linktr.ee/Ushindipark,,https://m.place.naver.com/place/1682511029,Y
시사일본어학원 청주캠퍼스,충청북도 청주시 서원구 사창동 151-10 3층,,어학원,청주,https://booking.naver.com/booking/6/bizes/1254352,,https://m.place.naver.com/place/1794870904,Y
컬컴 전주점,"전북특별자치도 전주시 완산구 효자동3가 1536-2 6층 601, 602호",,어학원,전주,https://www.instagram.com/culcom_jeonju/,,https://m.place.naver.com/place/1625851807,Y
GnB영어 패럴랙스수학 송천캠퍼스 전문학원,전북특별자치도 전주시 덕진구 송천동1가 143-26 2층,,어학원,전주,https://blog.naver.com/sns881104,,https://m.place.naver.com/place/1634095917,Y
로고스영어학원,전북특별자치도 전주시 완산구 효자동2가 1154-1 704호,,어학원,전주,https://blog.naver.com/logos-edu_jeonju,,https://m.place.naver.com/place/2024519074,Y
투비단어학원 천안센터,"충청남도 천안시 서북구 불당동 1536-2 4층, 투비단어학원 천안센터",,어학원,천안,https://www.tobedone.co.kr/,,https://m.place.naver.com/place/1866028616,Y
