업체명,업종,주소,이메일,톡톡,홈페이지
익스텐더,펜션,서울특별시 동대문구 전농동 597-6 316호,ghimdonghwan@gmail.com,미확인,http://2xtender.com
양정베스트안과의원,안과,부산광역시 부산진구 양정동 393-25 4층  5층,jhcsala@naver.com,미확인,http://besteye.willstay.co.kr
하이뷰안과의원 서면,안과,부산광역시 부산진구 부전동 485-6 원광메디컬센터 2  3층,hivue@naver.com,미확인,http://www.hivue.co.kr/
이음소아청소년과의원,소아과,전북특별자치도 전주시 완산구 효자동3가 1627-9 2층,ieumped1@naver.com,미확인,https://ieumped.co.kr
행복도시락 울산동구점,단체급식,울산광역시 동구 방어동 329-7,hopejob@wehago.com,미확인,http://hopejob.co.kr
아랑유치원,유치원,서울특별시 성북구 돈암동 636 아랑유치원 (브라운스톤 돈암 아파트 단지내),arang927@hanmail.net,미확인,http://www.arang.kg.kr/
요가스테이 은평구파발점,요가,서울특별시 은평구 진관동 62 2층 217호,yogastay@naver.com,미확인,https://www.yogastay.co.kr
서경대학교 예술교육센터,방과후학교,서울특별시 성북구 정릉동 산16-1 서경대학교 유담관 L층(6F),aec@skuniv.ac.kr,미확인,https://aec.skuniv.ac.kr/
서울주니어스소아치과의원,치과,경기도 파주시 목동동 933-1 인본빌딩 2층,juniorsdent@naver.com,미확인,http://www.juniorsdent.com/
김앤장,변호사사무소,서울특별시 종로구 내자동 223,CIR_Hotline@kimchang.com,미확인,http://www.kimchang.com/
김앤장,변호사사무소,서울특별시 종로구 내자동 223,lawkim@kimchang.com,미확인,http://www.kimchang.com/
아산본재활의학과의원,재활의학과,서울특별시 서대문구 남가좌동 347-2 가동 1층  2층,asanbonerm@naver.com,미확인,http://www.asanbonerm.com/
세인트마리여성병원,산부인과,경기도 수원시 권선구 금곡동 1109-2 세인트마리 여성병원,saintmary06@naver.com,미확인,http://www.saintmary.kr/
세인트마리여성병원,산부인과,경기도 수원시 권선구 금곡동 1109-2 세인트마리 여성병원,stmary02@naver.com,미확인,http://www.saintmary.kr/
시대인재 반포,입시학원,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 4 5층,sdij@hiconsy.com,미확인,https://www.sdij.com/aca/?campus=109
시대인재 반포,입시학원,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 4 5층,security@hiconsy.com,미확인,https://www.sdij.com/aca/?campus=109
모두이비인후과의원,이비인후과,경기도 의정부시 용현동 276 자이프라자 3층,support@mdent.co.kr,미확인,http://www.mdent.co.kr/main
프론티어바름,자동차검사,경기도 하남시 미사동 208-5 프론티어바름,fbarm@frontierbarm.com,미확인,https://frontierbarm.com
빌라드마리,웨딩업체,인천광역시 부평구 부평동 185-8 12층,villade19@naver.com,미확인,http://www.villademr.com
힐스포파크,골프연습장,서울특별시 동대문구 답십리동 산2-9 힐스포츠파크,hillspo@hanmail.net,미확인,http://www.hillspopark.co.kr/
서울조이내과의원,내과,서울특별시 강북구 미아동 126-4 운정M빌딩 2층,seouljoy21@naver.com,미확인,https://www.seouljoy.co.kr/
공유오피스 비상주사무실 마이비지니스파트너 노원점,부동산,서울특별시 노원구 상계동 1320 2층 201호  204호 공유오피스 MBP,mbpnw@naver.com,미확인,http://www.mbpnw.co.kr/default/
케이스타 실용음악학원,음악학원,서울특별시 종로구 명륜4가 29-1 5층,sa2key0327@hanmail.net,O,http://kstarmusic.co.kr
명륜음악학원,음악학원,서울특별시 종로구 명륜2가 168-1 2~5층 명륜음악학원,mrma1987@naver.com,미확인,http://www.mrma.ac/
신촌몬테소리유치원,유치원,서울특별시 서대문구 창천동 113-10,cbk-1024@hanmail.net,미확인,http://www.shinchonkid.com/
라율 프리프렙,유아영어,제주특별자치도 서귀포시 안덕면 동광리 955,admissions@rayul.org,X,http://www.rayul.org
진하우스,펜션,대전광역시 유성구 복용동 580-9 1층 102호,kip09@hanmail.net,미확인,http://jinhousing.kr
노원역스터디룸 스터디카페 더골스터디,스터디카페,서울특별시 노원구 상계동 353-1 4층,enyge9500@naver.com,미확인,https://booking.naver.com/booking/10/bizes/368474
펫인쥬동물메디컬센터 with 서정,동물병원,경기도 의정부시 의정부동 16-1 2층,sjamc0901@naver.com,미확인,http://sjamc24.com
포항이사예스이사,이삿짐센터,경상북도 포항시 북구 흥해읍 대련리 75-1,yes242400@naver.com,미확인,https://yes242400-mo.imweb.me/
형사이혼전문변호사 법무법인대인 인천,변호사사무소,인천광역시 부평구 부평동 693-3 6층,daeinlawfirm@gmail.com,미확인,https://www.dilaw.co.kr/
형사이혼전문변호사 법무법인대인 인천,변호사사무소,인천광역시 부평구 부평동 693-3 6층,jaae8088@naver.com,미확인,https://www.dilaw.co.kr/
세화C&amp;C,자동차도장,인천광역시 남동구 고잔동 643-12,sehwa@sehwa.cc,미확인,http://sehwa.cc
공감요가,요가,서울특별시 동대문구 장안동 433-5 4층 공감요가,yangwoo84@naver.com,미확인,https://booking.naver.com/booking/6/bizes/956127
패트로드국제특허법률사무소,특허사무소,서울특별시 마포구 동교동 165-8 LG팰리스빌딩 2001호,info@speedpat.com,미확인,http://www.patroad.co.kr
강북멘토스학원,입시학원,서울특별시 동대문구 신설동 89-20 바이르미에르빌딩 11  12층 강북멘토스학원,deandean@daum.net,미확인,http://www.gangbukmentorsacademy.co.kr
강북멘토스학원,입시학원,서울특별시 동대문구 신설동 89-20 바이르미에르빌딩 11  12층 강북멘토스학원,wolfpol@daum.net,미확인,http://www.gangbukmentorsacademy.co.kr
권작가스튜디오,스튜디오,경기도 의정부시 민락동 811-1 폴리프라자1 6층 605호,harlemstudio@naver.com,미확인,https://harlemstudio-mo.imweb.me
빅베어복싱클럽,복싱,서울특별시 마포구 노고산동 31-176 2층 빅베어복싱짐,bigbearboxing@naver.com,미확인,http://www.bigbearboxinggym.com
썬리얼티 부동산중개법인,부동산중개,서울특별시 성동구 성수동1가 14-18 코오롱디지털타워 3차 203호,info@sunrealty.co.kr,미확인,http://www.sunrealty.co.kr/
얼렁오시개,애견카페,경기도 안산시 단원구 원곡동 846-3 라성종합상가 C동 307호  얼렁오시개,tes0401@naver.com,미확인,https://eolrengosigae.imweb.me/
LIG홈앤밀,단체급식,서울특별시 성동구 성수동2가 299-243 5층,hnm.mkt@lig.kr,미확인,https://lighnm.kr
하루한의원,한의원,서울특별시 성동구 행당동 286-8 2층,harumed@naver.com,미확인,https://www.harukmed.co.kr
타임안과의원,안과,서울특별시 구로구 고척동 72-49 5층,timeeyeclinic@daum.net,미확인,https://timeeyeclinic.co.kr/
CMI실용음악학원,음악학원,서울특별시 노원구 상계동 718 7층,cmimusic@naver.com,미확인,https://www.cmimusic.kr
다온누리 행정사 / 다누리 번역,번역사무소,울산광역시 북구 달천동 1-5,solve4you@naver.com,미확인,https://daonnuri.dothome.co.kr/
공증인 김세진 사무소,번역사무소,울산광역시 남구 달동 578-1 코아루 더 클래식 상가 216호,kimsj56@yu.ac.kr,미확인,https://mkimsj56z9l.zaemit.com/
더숨포레스트호텔,호텔,경기도 용인시 처인구 포곡읍 전대리 473-13,hotelthesoom@naver.com,미확인,http://hotelthesoom.com/
더트리니 어반스위트,호텔,경기도 용인시 처인구 역북동 370-13,reservation@thetriny.com,O,http://www.thetriny.com
윌텍,복사인쇄,서울특별시 금천구 독산동 291-1 221호,willtech2060@naver.com,미확인,http://www.will-tech.co.kr/
윌텍,복사인쇄,서울특별시 금천구 독산동 291-1 221호,willtech2060@hanmail.net,미확인,http://www.will-tech.co.kr/
아너스티성형외과의원,성형외과,서울특별시 서초구 잠원동 27-2 멀버리힐스 메디컬타워 8층,honestyps@naver.com,미확인,https://m.booking.naver.com/booking/13/bizes/563095
모넬로인테리어,리모델링,경기도 용인시 수지구 죽전동 1343-2 1층 105호,monello777@naver.com,미확인,https://monellocompany.com/
모넬로인테리어,리모델링,경기도 용인시 수지구 죽전동 1343-2 1층 105호,monellocompany1@gmail.com,미확인,https://monellocompany.com/
안산에어컨청소,에어컨청소,경기도 안산시 단원구 고잔동 725-1 603-3-225호,homecare77@naver.com,미확인,http://acehomecare.kr
브리지스튜디오,스튜디오,제주특별자치도 서귀포시 강정동 2503-1 브리지스튜디오,terms@airbnb.com,미확인,https://www.airbnb.co.kr/users/130870373/listings?user_id=130870373&s=50
알토란한정식,도시락,충청남도 천안시 동남구 봉명동 191-1,hskim7718@gmail.com,미확인,https://altoran.kr/
타임리스피부과의원,피부과,서울특별시 서대문구 북아현동 154-6 헤센스마트 더 센트럴 2층,tlskin@naver.com,미확인,http://www.tlskin.com/
타임리스피부과의원,피부과,서울특별시 서대문구 북아현동 154-6 헤센스마트 더 센트럴 2층,timeless1034@gmail.com,미확인,http://www.tlskin.com/
한국노인인력개발원,인력사무소,경기도 고양시 일산동구 중산동 1701,webmaster@kordi.or.kr,미확인,http://www.kordi.or.kr
이사애진심,이삿짐센터,경기도 성남시 수정구 신흥동 2463-4 한신프라자 1012호,mlove9924@naver.com,미확인,https://isajinsim.co.kr/
위대한탄생여성병원,산부인과,부산광역시 연제구 연산동 1287-7,great-birth@naver.com,미확인,http://www.great-birth.com
제주일번공인중개사사무소,분양사무소,제주특별자치도 제주시 조천읍 함덕리 261-22 1층,yhujikl@naver.com,미확인,http://제주일번.com
폴에이리조트 해운대,리조트,부산광역시 해운대구 중동 1150-1,rnd@hotelstory.com,미확인,http://pol-aresort.kr
폴에이리조트 해운대,리조트,부산광역시 해운대구 중동 1150-1,polaresort@naver.com,미확인,http://pol-aresort.kr
쎄콩데live,애견카페,서울특별시 성동구 성수동1가 668-110 2층,info@secondaire.co.kr,미확인,https://www.secondaire.co.kr/store
한상푸드,단체급식,대구광역시 달서구 월성동 1826 4층 405호,hansangfood123@kakao.com,미확인,https://hansangfood.com
한상푸드,단체급식,대구광역시 달서구 월성동 1826 4층 405호,hansangfood123@gmail.com,미확인,https://hansangfood.com
쉐희진,리조트,서울특별시 동작구 동작동 102-32 401호,chezheezin@gmail.com,미확인,https://shopping.naver.com/window/designer/store/100089065
더 그레이 호텔,호텔,서울특별시 서대문구 남가좌동 290-140,thegray2024@naver.com,X,http://www.hotelthegray.co.kr
베러미의원 대구 월성,피부과,대구광역시 달서구 월성동 1858 월성수메디컬빌딩 4층,jyw3982@daum.net,미확인,https://wolseong.bettermeclinic.co.kr/
법무법인 태민 이혼전문변호사 전지민 서울 사무소,법률사무소,서울특별시 서초구 양재동 13-13 10층,jelcjjm@naver.com,미확인,http://www.taeminlaw.com/
모심푸드,단체급식,경기도 양주시 광적면 가납리 836-8 1층 103호,mosimfood2004@naver.com,미확인,https://mosimfood.com/
24시 무인꽃집 꽃공작소,꽃집,경기도 안산시 단원구 고잔동 518 132호,kggs24@naver.com,미확인,https://www.꽃공작소24.com
삼다푸드,단체급식,서울특별시 서초구 양재동 8-21,samdafood@naver.com,미확인,http://samdafood.com
눈높이안과의원,안과,울산광역시 남구 달동 651-3,eyelevel1@naver.com,미확인,http://www.kindeye.co.kr/
커넥트세무회계 세무사,세무사,서울특별시 마포구 동교동 205-22 골드빌딩 3층,help@taxfirm.co.kr,미확인,https://taxfirm.co.kr/
세무회계근,세무사,서울특별시 마포구 서교동 484-14 2층,playkyle@naver.com,미확인,https://semudari.com/
미라클플란트치과의원 일산,치과,경기도 고양시 일산동구 마두동 798-6 8층 801호  802호,teethre@naver.com,미확인,https://miracle-dent.com/
장칼리혜진산부인과의원,산부인과,경기도 파주시 동패동 2079 3층,kylie1982@naver.com,미확인,http://www.kylie-obgy.com
감통플랜,웨딩플래너,대구광역시 수성구 두산동 272-2,wd-gamtong@naver.com,미확인,http://www.gamtongplan.com
급식연합,단체급식,전북특별자치도 전주시 덕진구 여의동 558-6 전라북도 전주시 덕진구 쪽구름5길 12,osh9630@naver.com,미확인,http://totalfood.co.kr
나지르스타일,탈모클리닉,서울특별시 성동구 성수동2가 314-13 현대테라스타워 A306,motoxseoulkorea@gmail.com,미확인,http://www.motox.co.kr
리올디자인,리모델링,부산광역시 해운대구 좌동 1466-2 9층 66호,riiordesign@naver.com,미확인,https://thebeautyofwordsblog.com/
분당척병원,통증의학과,경기도 성남시 분당구 야탑동 360-5 척병원,chuk@chukmedical.com,미확인,http://www.chukmedical.com/
KMC홍대실용음악학원,음악학원,서울특별시 마포구 동교동 201-35 2층,odyssey524@hanmail.net,미확인,http://www.koreamusiccenter.co.kr/main
이경민포레 가든,웨딩업체,부산광역시 해운대구 중동 1378-18 해운대온천센터 6층,delaforet7@naver.com,미확인,https://booking.naver.com/booking/13/bizes/267863
프랜시스파커 서초어학원,유아영어,서울특별시 서초구 방배동 980-29 백제빌딩,parkerseocho@naver.com,미확인,https://sc.francisparker.kr/branch/main
돌봄과살림,인력사무소,부산광역시 해운대구 우동 640-24 7층,ywca7012431@naver.com,미확인,http://www.ycarehelp.co.kr/main/
공유오피스 카페24창업센터 평택서정점,부동산,경기도 평택시 이충동 492-4 광산타워 5층  6층,ptsj240625@naver.com,미확인,https://booking.naver.com/booking/10/bizes/1069146
KW실용음악학원,음악학원,대전광역시 서구 둔산동 992,kwmusic1@naver.com,미확인,http://www.kw실용음악학원.com/
인디실용음악학원,음악학원,대전광역시 서구 둔산동 1251 7층 701호,ykzzang77@naver.com,미확인,http://www.indimusicdot.com/
레푸스 종로점,네일샵,서울특별시 종로구 종로1가 24 4층 420  421-1호 레푸스종로점,refuss0201@naver.com,미확인,https://booking.naver.com/booking/13/bizes/857013
레푸스 종로점,네일샵,서울특별시 종로구 종로1가 24 4층 420  421-1호 레푸스종로점,chy0802@ahasoft.co.kr,미확인,https://booking.naver.com/booking/13/bizes/857013
호텔 유수림,호텔,경상남도 창원시 마산합포구 진북면 정현리 179 호텔유수림,master@yusurim.com,미확인,https://www.yusurim.com
크라운호텔 창원,호텔,경상남도 창원시 의창구 팔용동 34-1 크라운호텔,crownh2015@naver.com,미확인,http://crownhotel.kr/
원더랜드 강동어학원,유아영어,서울특별시 강동구 명일동 47-17 신동빌딩 5층,joy0533@naver.com,미확인,http://www.kdwonderland.co.kr/
마디튼튼마취통증의학과재활의학과의원,정형외과,광주광역시 동구 산수동 398-23 본관동 4층  5층,jnumedicalist@gmail.com,미확인,http://maditntn.kr/
새얀안과의원,안과,서울특별시 종로구 종로2가 71-2 종로빌딩 3층,copyright@saeyan.com,미확인,http://www.saeyan.com
나래택스,세무사,서울특별시 영등포구 여의도동 44-35 제일빌딩 10층 1003호,taxpartner@naraetax.com,미확인,https://naraetax.com/
한솔트랜스 진구점,이삿짐센터,부산광역시 부산진구 부암1동 669-12,hell29@naver.com,미확인,http://www.hs2405.co.kr/
한솔트랜스 진구점,이삿짐센터,부산광역시 부산진구 부암1동 669-12,master@hs2405.co.kr,미확인,http://www.hs2405.co.kr/
엣지성형외과의원,성형외과,대구광역시 중구 봉산동 35-1 2층~4층 엣지성형외과의원,edge0501@naver.com,미확인,http://edge1.co.kr
하남 평화인력,인력사무소,경기도 하남시 덕풍동 467-7 2층,cso4308@naver.com,미확인,https://www.평화인력.com
하남 평화인력,인력사무소,경기도 하남시 덕풍동 467-7 2층,sms0702@naver.com,미확인,https://www.평화인력.com
레인보우 호텔,모텔,서울특별시 용산구 갈월동 98-2 레인보우호텔,jin690105@naver.com,미확인,http://yongsan-rainbowhotel.com/
멘야마쯔리 본사 고객센터,프랜차이즈본사,충청남도 천안시 서북구 성성동 675 4F,wltjdrms93@gmail.com,미확인,https://멘야마쯔리.com/
도복소리 태권도장,태권도,서울특별시 관악구 봉천동 929-2 3층  지층 도복소리 태권도장,doboksori_jun@naver.com,미확인,https://my.matterport.com/show/?m=oYyL8vChuFS
윤주영 명상요가 임산부요가,요가,서울특별시 동작구 사당동 1044-24 진영빌딩 3층,celerina@naver.com,X,http://www.zenyoga.co.kr/
윤주영 명상요가 임산부요가,요가,서울특별시 동작구 사당동 1044-24 진영빌딩 3층,yjyyoga@naver.com,X,http://www.zenyoga.co.kr/
스노우의원 파주운정점,피부과,경기도 파주시 와동동 1454-1 유은타워8차 2층 201호~205호,snowgmlwo@naver.com,미확인,http://paju-snow.co.kr/
네네치킨,프랜차이즈본사,서울특별시 도봉구 창동 16-1,cs@nenechicken.com,미확인,http://www.nenechicken.com/
법무사행정사허현정사무소,법무사,서울특별시 서대문구 연희동 142-5 302호,kimhaeram.law@gmail.com,미확인,https://youtu.be/X001O6BOeUo
코딩클래스 코딩학원,코딩학원,서울특별시 강서구 내발산동 750-4 302호,codingclass@naver.com,미확인,https://codingclass.dothome.co.kr
랭스터디카페 안양역점,스터디카페,경기도 안양시 만안구 안양동 637-2 4층,kgys777@naver.com,미확인,https://booking.naver.com/booking/6/bizes/848742
가로세로한의원 안양평촌,한의원,경기도 안양시 동안구 호계동 1046-5 대명빌딩 3층,garosero_anyang@naver.com,미확인,https://garosero-anyang.com
경희튼튼본한의원,한의원,경기도 안양시 동안구 호계동 1042 에메랄드빌딩 3층 301호  302호,bookbook123@abc.com,미확인,https://tntnbon.co.kr/
도미인 서울 강남,호텔,서울특별시 강남구 역삼동 603-1,inn-premiumkanda@dormy-hotels.com,X,https://dormy-hotels.com/dormyinn/hotels/gangnam/
도미인 서울 강남,호텔,서울특별시 강남구 역삼동 603-1,inn-sapporo@dormy-hotels.com,X,https://dormy-hotels.com/dormyinn/hotels/gangnam/
그랜드 머큐어 임피리얼 팰리스 서울 강남,호텔,서울특별시 강남구 논현동 248-7,bongeunsa@templestay.com,X,http://grandmercureimperialpalace.com
필라테스 위로 여의도,필라테스,서울특별시 영등포구 여의도동 35-5 3층 334~337호,weropilates1@naver.com,O,https://booking.naver.com/booking/6/bizes/858531
리뷰인테리어디자인,상가인테리어,경상북도 포항시 북구 장성동 1388-2,ym5881@naver.com,X,http://www.리뷰인테리어.com
금능여관,모텔,제주특별자치도 제주시 한림읍 금능리 2041 금능여관,jaehojjing@naver.com,X,https://booking.naver.com/booking/3/bizes/1445488
더엠호텔,모텔,제주특별자치도 제주시 삼도일동 786-3,mjoss@naver.com,O,https://m.booking.naver.com/booking/3/bizes/376313
스파더스페이스,수영장,경상남도 창원시 마산합포구 구산면 유산리 246-2 -,spathespace@naver.com,X,http://spathespace.com/
창원실내수영장,수영장,경상남도 창원시 성산구 중앙동 1 창원시설공단창원실내수영장,webmaster@cwsisul.or.kr,미확인,http://www.cwsisul.or.kr/
종로영어,방과후학교,경기도 성남시 분당구 판교동 587 267번길 14-6,kellyhwang@eplando.com,미확인,http://www.eplando.com
종로영어,방과후학교,경기도 성남시 분당구 판교동 587 267번길 14-6,ericakim@eplando.com,미확인,http://www.eplando.com
영맨남성의원,비뇨기과,광주광역시 서구 광천동 38-2 대산빌딩 3층 영맨남성의원,master3695855@gmail.com,미확인,http://영맨남성의원.com
베스트슬립 명동 쇼룸,인테리어업체,서울특별시 중구 을지로2가 163-3,management001@corporatez.us,X,https://bestsleep.us/store.html
베스트슬립 명동 쇼룸,인테리어업체,서울특별시 중구 을지로2가 163-3,bestsleep@naver.com,X,https://bestsleep.us/store.html
세실앤세드릭,인테리어업체,서울특별시 중구 황학동 752,cecile@xsxl.kr,X,https://cecilecedric.com
연세수정형외과의원,정형외과,경기도 평택시 세교동 586-3 디오네프라자 4층,yonseisooos@naver.com,미확인,https://yonseisooos-mo.imweb.me
넘버25 인천용현점,모텔,인천광역시 미추홀구 용현동 628-40 넘버25,madecom8804@naver.com,O,https://booking.naver.com/booking/3/bizes/1182191
소풍호텔,모텔,인천광역시 계양구 작전동 907-5 소풍호텔,sopoong_hotel@naver.com,X,https://booking.naver.com/booking/3/bizes/1058393
EB골프 아카데미 수성점,골프연습장,대구광역시 수성구 두산동 888-2 2층,jinjang@ebgolf.co.kr,미확인,https://ebgolf.oopy.io/
헤리티지킨더,유아영어,인천광역시 서구 당하동 350-6 국제관 1층,HIK@edibleedu.co.kr,미확인,https://www.heritagekinder.com
세무법인다승 여의도지점,세무사,서울특별시 영등포구 여의도동 23-3 iM증권빌딩 18층,ds@dstax.kr,미확인,http://www.dstax.kr
슬립디노 연희,인테리어업체,서울특별시 서대문구 연희동 134-2 4층,info@sleepdino.co.kr,미확인,https://sleepdino.co.kr
메디힐병원 장례식장,장례식장,서울특별시 양천구 신월동 51-9 메디힐병원 장례식장,medi3333@daum.net,X,https://medihealfuneral.co.kr/
LX지인인테리어 명인테리어,리모델링,대전광역시 유성구 장대동 336-4 2층 LX지인명인테리어,LXzin1234@naver.com,X,http://www.myungint.co.kr/
더위크앤리조트 더우프앤 펫호텔,펫호텔,인천광역시 중구 을왕동 773 더위크앤리조트 1층 더우프앤 펫호텔,care@thewoofand.com,미확인,https://www.thewoofand.com/home
더휴식 심도 호텔 앤 스파 신림역점,호텔,서울특별시 관악구 신림동 1422-26 심도호텔앤스파 신림역점,simdohotel@naver.com,X,https://www.simdohotel.com
더원학원 대치점,수학학원,서울특별시 강남구 대치동 912-29 관은빌딩 2  3  4층,theonemath@naver.com,미확인,http://theoneacademy.co.kr/
김재옥토익학원,토익학원,부산광역시 부산진구 부전동 226-1 위클리스타 상가 2층,jaefenglish@gmail.com,O,https://jaefonline.co.kr/
노무법인 예림,노무사,부산광역시 부산진구 양정동 369-21 수목메디컬타워 9층,yelim@yelimlabor.com,미확인,http://yelimlabor.com
노무법인 윤솔,노무사,부산광역시 금정구 구서동 444 6층,bhrm4461@gmail.com,X,https://yunsol-labor.com/
호텔 더 그레이,호텔,경기도 평택시 서정동 818-27 송탄 호텔더 그레이,hotelthegray@naver.com,O,http://www.hotelthegray.kr/
닥터모아젠 두피탈모관리센터 부산본점,두피관리,부산광역시 연제구 연산동 1384-24 2층 닥터모아젠 두피탈모관리센터 부산본점,drmoagen@naver.com,미확인,https://booking.naver.com/booking/13/bizes/1217832
강재활의학과 통증 비만,성형외과,서울특별시 동대문구 장안1동 371-1,drpain@nate.com,X,http://www.dr4u.co.kr/
세종시티 오송호텔,호텔,충청북도 청주시 흥덕구 오송읍 연제리 713 세종시티 오송호텔,osonghotel@naver.com,X,http://osonghotel.com
키즈밀,단체급식,경기도 안양시 동안구 관양동 934 8층 815호,kizmeal@kizmeal.com,미확인,http://www.kizmeal.com/
공방301,웨딩업체,서울특별시 종로구 원남동 212-4 GONGBANG.301,gongbang301@naver.com,O,http://www.gongbang301.com/
디플랜다이아몬드 효성주얼리시티점,웨딩업체,서울특별시 종로구 인의동 48-2 지하1층 제이지17  18  38  39호,kasdx@naver.com,미확인,https://www.dplandiamond.com/
세무법인 명안 목동점,회계사무소,서울특별시 양천구 신정동 992-1 보성팰리스 3층 311호,semusa114@naver.com,미확인,http://semusa114.wixsite.com/semusa
칼튼호텔,모텔,경기도 성남시 분당구 정자동 18-10 칼튼호텔,sayaeuro@naver.com,X,https://booking.naver.com/booking/3/bizes/995588
호텔 디아티스트,모텔,서울특별시 강남구 역삼동 678-13,theartisthotel0601@naver.com,X,https://booking.naver.com/booking/3/bizes/184924
에코그린타운,펜션,경기도 용인시 처인구 양지읍 평창리 680,echo6611@naver.com,X,http://www.echogreentown.com/
나밍글 성인영어회화,성인영어,대전광역시 서구 월평동 244 6층,milk7919@naver.com,미확인,https://namingle.co.kr/offlineleveltest/
태승시스템,정리수납,경기도 안산시 단원구 고잔동 750-4,dosolmot9@naver.com,X,http://taeseungsystem.co.kr
PGA전문가집단학원,입시학원,서울특별시 양천구 목동 907-13 광장2차 빌딩 7층,archigs@naver.com,미확인,http://www.pgam.co.kr/
현대무빙 익스프레스,이삿짐센터,대구광역시 수성구 수성동3가 237-4 1층 현대무빙익스프레스,handa0701@naver.com,미확인,http://www.hdm24.com/
종가집돼지국밥,프랜차이즈본사,부산광역시 북구 덕천동 356-1,thedoifood@naver.com,X,http://www.thedoifood.com
하나법무사사무소,법무사,서울특별시 강동구 길동 404-14 2층 202호,hanalaw217@naver.com,미확인,https://www.hanalaw217.co.kr/
입주청소,입주청소,경상남도 창원시 성산구 용호동 73-2 3층 320호,bsg2536@naver.com,X,https://newhouselog.com/
일다오건설인력,인력사무소,경기도 김포시 통진읍 서암리 758-126 101호,ded8282@naver.com,미확인,https://ded8282.imweb.me/
준오헤어 강남역화이트점,헤어샵,서울특별시 서초구 서초동 1317-7 3층,junokn10@naver.com,미확인,https://booking.naver.com/booking/13/bizes/29267
호텔힙,모텔,서울특별시 서대문구 대현동 104-56,hiphotel1113@naver.com,미확인,http://www.hotelhip.co.kr/
루나스포사,웨딩드레스,부산광역시 부산진구 범천동 839-48 W웨딩시티 7층,houseofamy_cd@naver.com,미확인,https://houseofamy.com/
바짝독서실 홍제센터,독서실,서울특별시 서대문구 홍제동 273-1 2 3층,tdi432@naver.com,미확인,http://www.bazzak.co.kr
주식회사 빅텐,분양대행,인천광역시 연수구 송도동 174-1 9층 909호,bigtenad@bigtenad.com,미확인,http://bigtenad.com/
주식회사 빅텐,분양대행,인천광역시 연수구 송도동 174-1 9층 909호,bigten7@naver.com,미확인,http://bigtenad.com/
도원투자개발,분양대행,인천광역시 연수구 송도동 30-4 비동 30층 V252호,dowon-5000@naver.com,미확인,http://www.dowondevelopment.com
의정부 라트리호텔,호텔,경기도 의정부시 신곡동 764-7,uilatreefront@gmail.com,X,http://www.uijeongbu-latree.com/
AN 게스트하우스,게스트하우스,서울특별시 서초구 반포동 739-23 세종빌리지,gar500@naver.com,미확인,http://anguesthouse.co.kr/
라인뮤직아카데미 실용음악학원,음악학원,서울특별시 강동구 길동 333-2 2F  3F,linemusicacademy@naver.com,미확인,http://www.linemusicacademy.com/
유니센스일대일영어학원,성인영어,서울특별시 광진구 중곡동 647-22 3층,unisense@naver.com,미확인,https://www.unisense.co.kr
가든더블유 스튜디오,사진관,서울특별시 중랑구 망우동 43-8 W건물,gardenw.official@gmail.com,미확인,https://www.gardenwstudio.com/
베랭클,성인영어,서울특별시 마포구 서교동 366-27 B1,bagellanguageclub@gmail.com,미확인,https://bagellanguageclub.com
에피소드 서초 393,부동산,서울특별시 서초구 서초동 1338-5,episode@sk.com,미확인,https://www.epsd.co.kr/
본아이에프 본사,프랜차이즈본사,서울특별시 영등포구 양평동3가 60 YP타워 6층,bonwebmaster@bongroup.co.kr,X,http://www.bonif.co.kr/
써모스코리아,프랜차이즈본사,서울특별시 영등포구 여의도동 28-1 22층 써모스코리아,sale@thermos.kr,미확인,http://www.thermos.kr/
써모스코리아,프랜차이즈본사,서울특별시 영등포구 여의도동 28-1 22층 써모스코리아,campaign@thermos.kr,미확인,http://www.thermos.kr/
24시문의-입주청소 이사청소 상가청소 준공청소 줄눈시공,이사청소,경기도 평택시 지제동,dooba1@bgf.co.kr,X,https://cu.bgfretail.com/
24시문의-입주청소 이사청소 상가청소 준공청소 줄눈시공,이사청소,경기도 평택시 지제동,cu_partners@bgf.co.kr,X,https://cu.bgfretail.com/
영어닷,성인영어,서울특별시 용산구 이태원동 129-13,englishdot@naver.com,X,https://englishdot.oopy.io/
홈푸드케터링,단체급식,경기도 시흥시 거모동 1545-1 월드프라자 107~110호,timecapsul@naver.com,미확인,http://www.ihomefood.com/
답십리마디튼튼의원,정형외과,서울특별시 동대문구 답십리동 530-16 지상2층 203  204  205호,dapmdtt23@naver.com,미확인,http://dapmdtt.co.kr
법무사허성엽사무소,법무사,부산광역시 연제구 거제동 1489-4 협성법조타운빌딩 401호,hsy6207@naver.com,미확인,https://booking.naver.com/booking/6/bizes/1536234
코리아기획,복사인쇄,대전광역시 유성구 궁동 395-16 지하1층,korea777m@naver.com,미확인,https://koreaplanning.imweb.me
법률사무소 강물 안민석변호사사무소 민사채권추심전문,변호사사무소,경기도 수원시 영통구 하동 983-5 401호  402호,kangmullaw@naver.com,미확인,https://kangmul.co.kr/
웨딩뉴욕뉴욕,웨딩홀,대구광역시 수성구 두산동 816-1,sbdyr0213@naver.com,미확인,http://대구하우스웨딩.com/
